craft_id,output_name,output_amount,req_labor,materials
5558,Wrapped Experimental Crucible,× 1,100,"[{""name"": ""Starshard Ingot"", ""amount"": ""15""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""2""}, {""name"": ""Experimental Crucible Design"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
5557,Wrapped Potion Rack,× 1,50,"[{""name"": ""Fine Lumber"", ""amount"": ""5""}, {""name"": ""Frostbreath Coolant"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Potion Rack Design"", ""amount"": ""1""}]"
5556,Chopped Fish Bucket,× 1,15,"[{""name"": ""Mackerel"", ""amount"": ""10""}]"
5555,Chopped Pike,× 1,15,"[{""name"": ""Pike"", ""amount"": ""10""}]"
5554,Chopped Sardines,× 1,10,"[{""name"": ""Sardine"", ""amount"": ""10""}]"
5553,Chopped Roosterfish,× 1,10,"[{""name"": ""Roosterfish"", ""amount"": ""10""}]"
5552,Chopped Squid,× 1,10,"[{""name"": ""Squid"", ""amount"": ""10""}]"
5551,Chum,× 1,5,"[{""name"": ""Bait Worm"", ""amount"": ""5""}, {""name"": ""Corn"", ""amount"": ""3""}, {""name"": ""Wheat"", ""amount"": ""3""}]"
5550,Red Lure,× 10,10,"[{""name"": ""Ruby"", ""amount"": ""1""}, {""name"": ""Archeum Ingot"", ""amount"": ""1""}]"
5549,Blue Lure,× 10,10,"[{""name"": ""Sapphire"", ""amount"": ""1""}, {""name"": ""Archeum Ingot"", ""amount"": ""1""}]"
5548,Green Lure,× 10,10,"[{""name"": ""Emerald"", ""amount"": ""1""}, {""name"": ""Archeum Ingot"", ""amount"": ""1""}]"
5547,Yellow Lure,× 10,10,"[{""name"": ""Topaz"", ""amount"": ""1""}, {""name"": ""Archeum Ingot"", ""amount"": ""1""}]"
5546,Flirtatious Flower,× 1,10,"[{""name"": ""Rose"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5544,Handicraft Yarn,× 10,10,"[{""name"": ""Goat Wool"", ""amount"": ""10""}, {""name"": ""Yata Fur"", ""amount"": ""3""}, {""name"": ""Bear Fur"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""10""}]"
5543,Gambler's Dream Table,× 1,0,"[{""name"": ""Fine-Milled Rice Flour"", ""amount"": ""1""}]"
5542,Fanfare Phonograph,× 1,20,"[{""name"": ""Exquisite Diaphragm"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""1""}, {""name"": ""Starshard Ingot"", ""amount"": ""30""}, {""name"": ""Ruby"", ""amount"": ""20""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5541,Multi-Instrument Phonograph,× 1,20,"[{""name"": ""Exquisite Diaphragm"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""1""}, {""name"": ""Starshard Ingot"", ""amount"": ""30""}, {""name"": ""Emerald"", ""amount"": ""20""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5540,Scratchy Phonograph,× 1,20,"[{""name"": ""Mechanical Spring"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""1""}, {""name"": ""Starshard Ingot"", ""amount"": ""30""}, {""name"": ""Sapphire"", ""amount"": ""20""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5539,Self-Winding Phonograph,× 1,20,"[{""name"": ""Mechanical Spring"", ""amount"": ""1""}, {""name"": ""Nuri Forest Lumber"", ""amount"": ""1""}, {""name"": ""Starshard Ingot"", ""amount"": ""30""}, {""name"": ""Topaz"", ""amount"": ""20""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5538,War Drum,× 1,50,"[{""name"": ""Fine Lumber"", ""amount"": ""2""}, {""name"": ""Fine Leather"", ""amount"": ""3""}, {""name"": ""Starshard Ingot"", ""amount"": ""5""}, {""name"": ""Small Seed Oil"", ""amount"": ""1""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5537,Harmonic Arpeggio Lute,× 1,20,"[{""name"": ""Fine Lumber"", ""amount"": ""2""}, {""name"": ""Beautifully Colored Fabric"", ""amount"": ""3""}, {""name"": ""Starshard Ingot"", ""amount"": ""5""}, {""name"": ""Small Root Pigment"", ""amount"": ""1""}, {""name"": ""Heavy Hardwood"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5536,Harmonic Arpeggio Flute,× 1,20,"[{""name"": ""Silver Ingot"", ""amount"": ""2""}, {""name"": ""Gold Ingot"", ""amount"": ""5""}, {""name"": ""Starshard Ingot"", ""amount"": ""5""}, {""name"": ""Opaque Polish"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5535,Mechanical Spring,× 1,50,"[{""name"": ""Iron Ingot"", ""amount"": ""20""}, {""name"": ""Copper Ingot"", ""amount"": ""5""}, {""name"": ""Archeum Ingot"", ""amount"": ""3""}, {""name"": ""Rough Polish"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5534,Exquisite Diaphragm,× 1,50,"[{""name"": ""Gold Ingot"", ""amount"": ""5""}, {""name"": ""Amethyst"", ""amount"": ""3""}, {""name"": ""Diamond"", ""amount"": ""2""}, {""name"": ""Viscous Glossy Oil"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5533,Scroll: Siege Tower,× 1,25,"[{""name"": ""Siege Weapon Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Siege Tower Shield"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5532,Scroll: Trebuchet,× 1,25,"[{""name"": ""Siege Weapon Design"", ""amount"": ""1""}, {""name"": ""Strong Wheel"", ""amount"": ""4""}, {""name"": ""Trebuchet Counterweight"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5531,Siege Tower Shield,× 1,5,"[{""name"": ""Thunderstruck Tree"", ""amount"": ""1""}, {""name"": ""Blood Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Fine Lumber"", ""amount"": ""1""}, {""name"": ""Sturdy Ingot"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5530,Trebuchet Counterweight,× 1,5,"[{""name"": ""Thunderstruck Tree"", ""amount"": ""1""}, {""name"": ""Blood Archeum Crystal"", ""amount"": ""1""}, {""name"": ""Fine Lumber"", ""amount"": ""1""}, {""name"": ""Fine Leather"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5529,Eternal Lute of Sacrifice,× 1,50,"[{""name"": ""Brilliant Lute of Sacrifice"", ""amount"": ""1""}, {""name"": ""Faded Sacrifice Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""3""}]"
5528,Eternal Shield of Fortitude,× 1,50,"[{""name"": ""Brilliant Shield of Fortitude"", ""amount"": ""1""}, {""name"": ""Faded Fortitude Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""2""}]"
5527,Eternal Bow of Courage,× 1,50,"[{""name"": ""Brilliant Bow of Courage"", ""amount"": ""1""}, {""name"": ""Faded Courage Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5526,Eternal Staff of Conviction,× 1,50,"[{""name"": ""Brilliant Staff of Conviction"", ""amount"": ""1""}, {""name"": ""Faded Conviction Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5525,Eternal Greataxe of Loyalty,× 1,50,"[{""name"": ""Brilliant Greataxe of Loyalty"", ""amount"": ""1""}, {""name"": ""Faded Loyalty Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5524,Eternal Sword of Honor,× 1,50,"[{""name"": ""Brilliant Sword of Honor"", ""amount"": ""1""}, {""name"": ""Faded Honor Token"", ""amount"": ""300""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""2""}]"
5523,Brilliant Lute of Sacrifice,× 1,50,"[{""name"": ""Faded Lute of Sacrifice"", ""amount"": ""1""}, {""name"": ""Faded Sacrifice Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""3""}]"
5522,Brilliant Shield of Fortitude,× 1,50,"[{""name"": ""Faded Shield of Fortitude"", ""amount"": ""1""}, {""name"": ""Faded Fortitude Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""2""}]"
5521,Brilliant Bow of Courage,× 1,50,"[{""name"": ""Faded Bow of Courage"", ""amount"": ""1""}, {""name"": ""Faded Courage Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5520,Brilliant Staff of Conviction,× 1,50,"[{""name"": ""Faded Staff of Conviction"", ""amount"": ""1""}, {""name"": ""Faded Conviction Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5519,Brilliant Greataxe of Loyalty,× 1,50,"[{""name"": ""Faded Greataxe of Loyalty"", ""amount"": ""1""}, {""name"": ""Faded Loyalty Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""4""}]"
5518,Brilliant Sword of Honor,× 1,50,"[{""name"": ""Faded Sword of Honor"", ""amount"": ""1""}, {""name"": ""Faded Honor Token"", ""amount"": ""200""}, {""name"": ""Coin"", ""amount"": ""1""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""2""}]"
5517,Legendary Taming Net,× 1,50,"[{""name"": ""Memory Ink"", ""amount"": ""20""}, {""name"": ""Fine Leather"", ""amount"": ""15""}, {""name"": ""Emerald"", ""amount"": ""5""}, {""name"": ""Ruby"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5516,Mythic Taming Net,× 1,50,"[{""name"": ""Memory Ink"", ""amount"": ""20""}, {""name"": ""Fine Leather"", ""amount"": ""15""}, {""name"": ""Topaz"", ""amount"": ""5""}, {""name"": ""Sapphire"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5515,Wrapped Bamboo Fishing Rod,× 1,100,"[{""name"": ""Bamboo Fishing Pole Frame"", ""amount"": ""1""}, {""name"": ""Sharp Fishing Hook"", ""amount"": ""1""}, {""name"": ""Basic Fishing Line"", ""amount"": ""1""}, {""name"": ""Wooden Reel"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5514,Wooden Reel,× 1,5,"[{""name"": ""Lumber"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5513,Basic Fishing Line,× 1,5,"[{""name"": ""Cotton"", ""amount"": ""3""}, {""name"": ""Wool"", ""amount"": ""3""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5512,Sharp Fishing Hook,× 1,5,"[{""name"": ""Iron Ingot"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5511,Bamboo Fishing Pole Frame,× 1,10,"[{""name"": ""Bamboo Stalk"", ""amount"": ""10""}, {""name"": ""Fabric"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5510,White Pigment,× 1,25,"[{""name"": ""Lily"", ""amount"": ""200""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""6""}]"
5509,Wrapped Silverwolf Plate,× 1,800,"[{""name"": ""Silverwolf Plate Design"", ""amount"": ""1""}, {""name"": ""Sunridge Ingot"", ""amount"": ""5""}, {""name"": ""Wind Spirit Leather"", ""amount"": ""15""}, {""name"": ""Gold Ingot"", ""amount"": ""50""}, {""name"": ""Cashmere Thread"", ""amount"": ""25""}, {""name"": ""Diamond"", ""amount"": ""5""}, {""name"": ""Moonlight Archeum Essence"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""10""}]"
5508,Handsome Nuia Tutoring Cushion,× 1,25,"[{""name"": ""Cashmere Thread"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""10""}, {""name"": ""Handicraft Yarn"", ""amount"": ""20""}, {""name"": ""Blue Pigment"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5507,Elegant Nuia Tutoring Cushion,× 1,25,"[{""name"": ""Cashmere Thread"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""10""}, {""name"": ""Handicraft Yarn"", ""amount"": ""20""}, {""name"": ""Red Pigment"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5506,Handsome Haranya Tutoring Cushion,× 1,25,"[{""name"": ""Cashmere Thread"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""10""}, {""name"": ""Handicraft Yarn"", ""amount"": ""20""}, {""name"": ""Blue Pigment"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5505,Elegant Haranya Tutoring Cushion,× 1,25,"[{""name"": ""Cashmere Thread"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""10""}, {""name"": ""Handicraft Yarn"", ""amount"": ""20""}, {""name"": ""Red Pigment"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5504,Mirage Halcyona Whisper,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5503,Mirage Ishvaran Pride,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5502,Mirage Ynystere Seraph,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5501,Mirage Falcorth Flash,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5500,Mirage Gweonid Serenity,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5499,Magnificent Mirage Life Earring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5498,Magnificent Mirage Wave Earring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5497,Magnificent Mirage Flame Earring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5496,Magnificent Mirage Gale Earring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5495,Magnificent Mirage Earth Earring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5494,Magnificent Mirage Life Ring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5493,Magnificent Mirage Gale Ring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5492,Magnificent Mirage Wave Ring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5491,Magnificent Mirage Flame Ring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5490,Magnificent Mirage Earth Ring,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5489,Magnificent Mirage Life Necklace,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5488,Magnificent Mirage Flame Necklace,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5487,Magnificent Mirage Wave Necklace,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5486,Magnificent Mirage Gale Necklace,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5485,Magnificent Mirage Earth Necklace,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5484,Mirage Weapon Pack,× 1,0,"[{""name"": ""Mirage Equipment Voucher"", ""amount"": ""1""}]"
5483,Perfect Life Lunafrost,× 1,100,"[{""name"": ""Book of Auroria"", ""amount"": ""1""}, {""name"": ""Prime Lunarite"", ""amount"": ""4""}, {""name"": ""Eternal Winter Chill"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5482,Perfect Wave Lunafrost,× 1,100,"[{""name"": ""Book of Auroria"", ""amount"": ""1""}, {""name"": ""Prime Lunarite"", ""amount"": ""4""}, {""name"": ""Eternal Winter Chill"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5481,Perfect Earth Lunafrost,× 1,100,"[{""name"": ""Book of Auroria"", ""amount"": ""1""}, {""name"": ""Prime Lunarite"", ""amount"": ""4""}, {""name"": ""Eternal Winter Chill"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5480,Perfect Gale Lunafrost,× 1,100,"[{""name"": ""Book of Auroria"", ""amount"": ""1""}, {""name"": ""Prime Lunarite"", ""amount"": ""4""}, {""name"": ""Eternal Winter Chill"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5479,Perfect Fire Lunafrost,× 1,100,"[{""name"": ""Book of Auroria"", ""amount"": ""1""}, {""name"": ""Prime Lunarite"", ""amount"": ""4""}, {""name"": ""Eternal Winter Chill"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5478,Hearty Meal,× 1,40,"[{""name"": ""Chicken Meat"", ""amount"": ""15""}, {""name"": ""Mushroom"", ""amount"": ""15""}, {""name"": ""Garlic"", ""amount"": ""25""}, {""name"": ""Rice"", ""amount"": ""50""}]"
5477,Small Bamboo Coop,× 1,4,"[{""name"": ""Chick"", ""amount"": ""5""}, {""name"": ""Coin"", ""amount"": ""36""}, {""name"": ""Bamboo Stalk"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5476,Aged Stout,× 3,25,"[{""name"": ""Rye"", ""amount"": ""3""}, {""name"": ""Lemon"", ""amount"": ""2""}, {""name"": ""White Coral"", ""amount"": ""3""}, {""name"": ""Green Kelp"", ""amount"": ""2""}, {""name"": ""Blue Salt"", ""amount"": ""5""}]"
5475,Soft Cornbread,× 3,25,"[{""name"": ""Wheat"", ""amount"": ""3""}, {""name"": ""Corn"", ""amount"": ""2""}, {""name"": ""Milk"", ""amount"": ""5""}, {""name"": ""Hotleaf"", ""amount"": ""1""}, {""name"": ""Blue Salt"", ""amount"": ""5""}]"
5474,Steamed Lobster,× 3,25,"[{""name"": ""Crayfish"", ""amount"": ""1""}, {""name"": ""Brown Kelp"", ""amount"": ""3""}, {""name"": ""Lemon"", ""amount"": ""5""}, {""name"": ""Pepper"", ""amount"": ""2""}, {""name"": ""Blue Salt"", ""amount"": ""5""}]"
5473,Hot Roast Pig,× 3,25,"[{""name"": ""Pork"", ""amount"": ""2""}, {""name"": ""Apple"", ""amount"": ""3""}, {""name"": ""Milk"", ""amount"": ""5""}, {""name"": ""Hotleaf"", ""amount"": ""1""}, {""name"": ""Blue Salt"", ""amount"": ""5""}]"
5472,Hopeful New Year's Costume,× 1,800,"[{""name"": ""Cashmere Thread"", ""amount"": ""25""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""10""}, {""name"": ""Ruby"", ""amount"": ""10""}, {""name"": ""Red Pigment"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5471,Lovely New Year's Costume,× 1,800,"[{""name"": ""Cashmere Thread"", ""amount"": ""25""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""10""}, {""name"": ""Topaz"", ""amount"": ""10""}, {""name"": ""Yellow Pigment"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5470,Lucky New Year's Costume,× 1,800,"[{""name"": ""Cashmere Thread"", ""amount"": ""25""}, {""name"": ""Cloudspun Fabric"", ""amount"": ""10""}, {""name"": ""Sapphire"", ""amount"": ""10""}, {""name"": ""Blue Pigment"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""8""}]"
5469,Hulk Infusion,× 1,10,"[{""name"": ""Glass Bottle"", ""amount"": ""1""}, {""name"": ""Mushroom"", ""amount"": ""12""}, {""name"": ""Thistle"", ""amount"": ""6""}, {""name"": ""Starlight Archeum Dust"", ""amount"": ""1""}]"
5468,Pet Dual-Recovery Potion,× 1,15,"[{""name"": ""Comet's Flare"", ""amount"": ""5""}, {""name"": ""Livestock Supplement"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5466,Combined Feed,× 10,10,"[{""name"": ""Clover"", ""amount"": ""6""}, {""name"": ""Pumpkin"", ""amount"": ""3""}, {""name"": ""Hay Bale"", ""amount"": ""2""}, {""name"": ""Coin"", ""amount"": ""10""}]"
5465,Shatigon's Sandglass: Handful,× 1,1,"[{""name"": ""Shatigon's Sandglass: Spoonful"", ""amount"": ""1""}, {""name"": ""Sturdy Stone"", ""amount"": ""2""}, {""name"": ""Fine Lumber"", ""amount"": ""1""}, {""name"": ""Fine Lunarite"", ""amount"": ""2""}]"
5464,Shatigon's Sandglass: Spoonful,× 1,1,"[{""name"": ""Shatigon's Sandglass: Pinch"", ""amount"": ""1""}, {""name"": ""Stone Brick"", ""amount"": ""2""}, {""name"": ""Lumber"", ""amount"": ""1""}, {""name"": ""Lunarite"", ""amount"": ""2""}]"
5463,Aranzeb's Reverie,× 1,10,"[{""name"": ""Lumber"", ""amount"": ""5""}, {""name"": ""Leather"", ""amount"": ""3""}, {""name"": ""Fabric"", ""amount"": ""3""}, {""name"": ""Moonlight Archeum Dust"", ""amount"": ""1""}]"
5462,Hereafter Stone,× 10,30,"[{""name"": ""Stone Brick"", ""amount"": ""6""}, {""name"": ""Coin"", ""amount"": ""3""}, {""name"": ""Charcoal Stabilizer"", ""amount"": ""1""}]"
5461,Cashmere Thread,× 1,20,"[{""name"": ""Yata Fur"", ""amount"": ""100""}, {""name"": ""Handicraft Yarn"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5460,Blue Pigment,× 1,25,"[{""name"": ""Lavender"", ""amount"": ""200""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
5459,Yellow Pigment,× 1,25,"[{""name"": ""Narcissus"", ""amount"": ""200""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
5458,Red Pigment,× 1,25,"[{""name"": ""Rose"", ""amount"": ""200""}, {""name"": ""Dawn Lake Light Essence"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""4""}]"
5454,Field Cannon,× 1,60,"[{""name"": ""Iron Ingot"", ""amount"": ""20""}]"
5453,Net Trap,× 1,60,"[{""name"": ""Leather"", ""amount"": ""30""}]"
5452,Camping Tent,× 1,60,"[{""name"": ""Fabric"", ""amount"": ""30""}]"
5451,Hardwood Fence,× 1,60,"[{""name"": ""Lumber"", ""amount"": ""20""}]"
5450,High Performance Gunpowder,× 1,60,"[{""name"": ""Stone Brick"", ""amount"": ""30""}]"
5449,Field Cannon,× 1,60,"[{""name"": ""Iron Ingot"", ""amount"": ""20""}]"
5448,Net Trap,× 1,60,"[{""name"": ""Leather"", ""amount"": ""30""}]"
5447,Camping Tent,× 1,60,"[{""name"": ""Fabric"", ""amount"": ""30""}]"
5446,Ghost Hunter Harpoon,× 1,60,"[{""name"": ""Lumber"", ""amount"": ""20""}]"
5445,Condensed Archeum,× 1,60,"[{""name"": ""Stone Brick"", ""amount"": ""30""}]"
5444,,× 1,30,"[{""name"": ""Iron Ingot"", ""amount"": ""5""}]"
5443,,× 1,30,"[{""name"": ""Leather"", ""amount"": ""10""}]"
5442,,× 1,30,"[{""name"": ""Fabric"", ""amount"": ""10""}]"
5439,Blood-filled Glass,× 5,100,"[{""name"": ""Glass Bottle"", ""amount"": ""5""}, {""name"": ""Blood Archeum Shard"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""White Coral"", ""amount"": ""10""}]"
5438,Blood-Stained Revenge,× 5,100,"[{""name"": ""Glass Bottle"", ""amount"": ""5""}, {""name"": ""Blood Archeum Shard"", ""amount"": ""1""}, {""name"": ""Starlight Archeum Essence"", ""amount"": ""1""}, {""name"": ""Antler Coral"", ""amount"": ""10""}]"
5437,Blood Archeum Shard,× 4,1,"[{""name"": ""Blood Archeum Crystal"", ""amount"": ""1""}]"
5436,Eco-Friendly Fuel,× 1,10,"[{""name"": ""Fresh Fertilizer"", ""amount"": ""5""}, {""name"": ""Hay Bale"", ""amount"": ""1""}, {""name"": ""Coin"", ""amount"": ""1""}]"
5435,Sunflower Seed Bundle,× 1,4,"[{""name"": ""Sunflower Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5434,Rosemary Seed Bundle,× 1,4,"[{""name"": ""Rosemary Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5433,Mint Seed Bundle,× 1,4,"[{""name"": ""Mint Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5432,Lavender Seed Bundle,× 1,2,"[{""name"": ""Lavender Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5431,Iris Seed Bundle,× 1,2,"[{""name"": ""Iris Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5430,Cactus Seed Bundle,× 1,6,"[{""name"": ""Cactus Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""10""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5429,Cornflower Seed Bundle,× 1,4,"[{""name"": ""Cornflower Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5428,Lotus Seed Bundle,× 1,4,"[{""name"": ""Lotus Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5427,Lily Seed Bundle,× 1,4,"[{""name"": ""Lily Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""6""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5426,Cotton Seed Bundle,× 1,2,"[{""name"": ""Cotton Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5425,Rose Seed Bundle,× 1,2,"[{""name"": ""Rose Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
5424,Narcissus Seed Bundle,× 1,2,"[{""name"": ""Narcissus Seed"", ""amount"": ""10""}, {""name"": ""Coin"", ""amount"": ""2""}, {""name"": ""Bait Worm"", ""amount"": ""5""}]"
