item_name,item_id
Shadowsun,30884
Shadowmoon,30883
Shadowstar,30882
Elden Starchip,30880
Cyanfin,30879
Fusciafin,30878
Archival Golem Heart,30877
Golem Cogwheel,30876
Mana Parchment,30875
Nui's Touch,30873
Cataclysm Shard,30872
Spore Sample,30871
Brainstormer Token,30870
Ayanad Golem Core,30869
Nymph Dust,30868
The Theory and Application of Magic,30867
Green Slime,30866
Monstrous Sunflower Seed,30865
Thorny Stalk,30864
Abyssal Scroll,30863
Old Key,30862
Old Key Fragment,30861
Third Floor Bounty 10,30859
Third Floor Bounty 9,30858
Third Floor Bounty 8,30857
Third Floor Bounty 7,30856
Third Floor Bounty 6,30855
Third Floor Bounty 5,30854
Third Floor Bounty 4,30853
Third Floor Bounty 3,30852
Third Floor Bounty 2,30851
Third Floor Bounty 1,30850
Second Floor Bounty 10,30849
Second Floor Bounty 9,30848
Second Floor Bounty 8,30847
Second Floor Bounty 7,30846
Second Floor Bounty 6,30845
Second Floor Bounty 5,30844
Second Floor Bounty 4,30843
Second Floor Bounty 3,30842
Second Floor Bounty 2,30841
Second Floor Bounty 1,30840
Smarty Pants Token,30839
First Floor Bounty 10,30838
First Floor Bounty 9,30837
First Floor Bounty 8,30836
First Floor Bounty 7,30835
First Floor Bounty 6,30834
First Floor Bounty 5,30833
First Floor Bounty 4,30832
First Floor Bounty 3,30831
First Floor Bounty 2,30830
First Floor Bounty 1,30829
Nayah Crystal,30828
Nayah Crystal Shard,30827
Draugorc Beard,30826
Captured Flame,30825
Library Supply Chest,30824
Subdued Book,30823
Magic Tome,30822
npc c_169 5feet,30818
npc c_169 4hands,30817
npc c_169 3legs,30816
npc c_169 2chest,30815
npc c_169 1head,30814
Vehicle Upgrade Ticket,30813
Wagon Upgrade Ticket,30812
Salon Certificate,30811
Gender Swap Certificate,30810
npc c_168 5feet,30809
npc c_168 4hands,30808
npc c_168 3legs,30807
npc c_168 2chest,30806
npc c_168 1head,30805
Event Weapon Regrade Scroll,30804
Event Loveslayer,30803
Steamtank Cannonball,30802
npc용 나무늘보방패,30784
Sea of Drowned Love Dungeon Pass Chest,30783
Serpentis Dungeon Pass Chest,30782
캐시상점 테스트,30778
Glider Companion: Sloth Sample,30777
Bugira's Hidden Treasure Chest,30776
Mirage Isle Lure Pack,30775
Albino Yata,30774
Lucid Mirage Fishing Rod: 30 Minute,30773
Lucid Mirage Fishing Rod: 1 Hour,30772
Wrapped Lucid Mirage Fishing Rod: 30 Minute,30771
Wrapped Lucid Mirage Fishing Rod: 1 Hour,30770
Wrapped Lucid Mirage Fishing Rod: 2 Hour,30769
tool_검투장모병관,30768
Wrapped Firebrand Courtier,30767
Mirage Lure,30766
Lucid Mirage Fishing Rod: 2 Hour,30765
Mirage Fishing Rod,30764
Mentee Seal from Okape's Chest,30763
Mentor Seal from Okape's Chest,30762
ArcheMaster's Fire Ring,30760
ArcheMaster's Earth Ring,30759
Blessed Silver Accessory Box,30758
Library Expedition Legacy,30757
Bloody Adorable Yata Pirate Pack,30756
Blackjack Yata Pirate Pack,30755
Cheerberry Yata Pack,30754
True Blue Yata Pack,30753
Glider Companion: Sloth Pack,30752
Bloody Adorable Yata Pirate Costume Sample,30751
Blackjack Yata Pirate Costume Sample,30750
Cheerberry Yata Costume Sample,30749
True Blue Yata Costume Sample,30748
Magnificent Mirage Life Pack,30746
Magnificent Mirage Wave Pack,30745
Magnificent Mirage Flame Pack,30744
Magnificent Mirage Gale Pack,30743
Magnificent Mirage Earth Pack,30742
Desert Assassin Giftpack,30741
Trinket Egg,30740
Bound Healer's Chalice,30739
Ancient Relic,30738
Ancient Relic Fragment 4,30737
Ancient Relic Fragment 3,30736
Ancient Relic Fragment 2,30735
Ancient Relic Fragment 1,30734
Event Ancient Relic Fragment Box,30733
Bloody Adorable Yata Pirate Costume,30732
Blackjack Yata Pirate Costume,30731
Cheerberry Yata Costume,30730
True Blue Yata Costume,30729
Arena King Token,30728
First Fisherman Token,30727
Winter Maiden Festival Undergarments,30721
Teleport Book: Sea of Drowned Love,30719
npc 양피지병사 - 펜,30715
npc spear_2h_41_4,30714
npc sword_2h_36_6,30713
npc_bow_46_7,30712
npc sword_1h_26_7,30711
npc spear_1h_46_6,30710
npc sword_1h_captain,30709
Shield,30707
npc bow_46_3,30696
npc spear_2h_ean_3,30684
Spear,30675
npc shield_26_4_1,30638
Dochul's Blade,30637
Aria's Guitar,30636
Aria's Microphone,30635
패키지 테스트,30632
Cornucopia Produce,30629
Cornucopia Logs,30628
Cornucopia Beef,30627
Cornucopia Milk Jug,30626
npc c_531 1head,30624
Adventurer's Cloak Book,30623
New Adventures Book,30622
Glider Companion: Sloth,30621
Loyalty Token 280-Pack,30605
Loyalty Token 100-Pack,30604
Loyalty Token 150-Pack,30603
[Halloween] Spooky Chest 50-Pack,30602
[Halloween] Spooky Chest 30-Pack,30601
[Halloween] Spooky Chest 10-Pack,30600
Bloodmaw Eveningwear Package,30599
Eye of Newt Broomstick,30598
npc m_178 3legs,30597
npc m_178 2chest,30596
npc m_178 1head,30595
npc l_178 3legs,30594
npc l_178 2chest,30593
npc l_178 1head,30592
npc c_178 3legs,30591
npc c_178 2chest,30590
npc c_178 1head,30589
Wrapped Arcadian Smart Rod,30588
Spooky Streetlight,30587
Warship Cannonball,30586
Nui's Chosen Greaves,30585
Arcadian Smart Rod,30584
Nui's Chosen Cuirass,30583
Nui's Chosen Helm,30582
Nui's Chosen Breeches,30581
Nui's Chosen Jerkin,30580
Nui's Chosen Cap,30579
Nui's Chosen Pants,30578
Nui's Chosen Shirt,30577
Nui's Chosen Hood,30576
Hellkissed Oboe,30575
Hellkissed Guitar,30574
Hellkissed Bow,30573
Hellkissed Shield,30572
Daru's Blue Ribbon Lines,30571
Hellkissed Staff,30570
Hellkissed Nodachi,30569
Hellkissed Katana,30568
Hellkissed Greatsword,30567
Hellkissed Sword,30566
Hellkissed Dagger,30565
Drop of a Hat Box,30564
Hereafter Battle Plate Armor Chest,30563
Hereafter Battle Leather Armor Chest,30562
Hereafter Battle Cloth Armor Chest,30561
Solar Scarecrow Farm Chest,30560
Spooky Chest,30559
Timothy Walter's Gift Box,30558
Bloodmaw Eveningwear Sample,30557
Maulin' Marlin,30556
Blue Team's Ruler,30555
Loveslayer,30554
Wrapped Bloodmaw Eveningwear Package,30553
Cultivated Ginseng Seed Bundle Box,30552
Peanut Seed Bundle Box,30551
Pumpkin Seed Bundle Box,30550
Tomato Seed Bundle Box,30549
Lotus Seed Bundle Box,30548
Clover Seed Bundle Box,30547
Bloodmaw Eveningwear,30545
Seed Research Journal,30544
러브 하우스 상자,30542
운영자의 도시락,30541
운영자의 선물 상자,30540
운영자의 물약 상자,30539
Hall of Fame: Rank 1,30538
Hall of Fame: Rank 2,30537
Hall of Fame: Rank 3,30536
Hall of Fame: Rank 4,30535
Hall of Fame: Rank 5,30534
Hall of Fame: Rank 6,30533
Hall of Fame: Rank 7,30532
Hall of Fame: Rank 8,30531
Hall of Fame: Rank 9,30530
Hall of Fame: Rank 10,30529
Wool of Bat Broomstick,30528
Poison'd Entrails Hat,30525
Boil and Bubble Hat,30524
Toil and Trouble Hat,30523
Stellar Scarecrow Hat,30522
Lunar Scarecrow Hat,30521
Solar Scarecrow Hat,30520
Acid Spitfire,30519
npc blade_1h_55_3_2,30518
Mysterious Guitar,30517
Cornucopia Crop,30516
Cornucopia Tree,30515
Sunny Guitar,30514
Mint Guitar,30513
Mysterious Microphone,30512
Sunny Microphone,30511
Mint Microphone,30510
Crystallized Gourd,30509
Halloween Spookpack,30508
Halloween Candy,30507
Cornucopia Cow,30506
npc l_096 5feet,30505
npc l_096 4hands,30504
npc l_096 3legs,30503
npc l_096 2chest,30502
npc l_096 1head,30501
npc c_096 2chest,30500
npc m_100 5feet,30499
npc m_100 4hands,30498
npc m_100 2chest,30497
npc m_100 1head,30496
npc m_099 5feet,30495
npc m_099 4hands,30494
npc m_099 3legs,30493
npc m_099 2chest,30492
npc m_099 1head,30491
npc c_488 5feet,30490
npc c_488 4hands,30489
npc c_488 3legs,30488
npc c_488 2chest,30487
npc c_488 1head,30486
npc c_487 5feet,30485
npc c_487 4hands,30484
npc c_487 3legs,30483
npc c_487 2chest,30482
npc c_487 1head,30481
npc c_486 5feet,30480
npc c_486 4hands,30479
npc c_486 3legs,30478
npc c_486 2chest,30477
npc c_486 1head,30476
npc c_485 5feet,30475
npc c_485 4hands,30474
npc c_485 3legs,30473
npc c_485 2chest,30472
npc c_485 1head,30471
npc l_099 5feet,30470
sk_sincity,30469
npc l_099 3legs,30468
npc l_099 2chest,30467
npc c_501_nu_f 2chest,30466
npc m_175 5feet,30460
npc m_175 4hands,30459
npc m_175 3legs,30458
npc m_175 2chest,30457
npc m_175 1head,30456
npc m_174 5feet,30455
npc m_174 4hands,30454
npc m_174 3legs,30453
npc m_174 2chest,30452
npc m_174 1head,30451
Lucky Prospector's Box,30440
Winterland Icy Wine,30438
Winterland Icy Milk,30437
Prismatic Spring Nesting Doll,30436
Summer's Fire Nesting Doll,30435
Winterland Nesting Doll,30434
Autumn's Kiss Nesting Doll,30433
Gargantuan Pink Marlin Trophy,30432
Pink Marlin Trophy,30431
Pink Marlin Fry Trophy,30430
Gargantuan Marlin Pack,30429
Pink Marlin Pack,30428
Dim Daybreak,30427
Classique Ball Attire,30426
Purestar Ball Attire,30425
Dazzling Ball Attire,30424
Spotless Service Uniform,30423
Pink Marlin Fry Pack,30422
Silver Tongued Token,30421
Poet Laureate Token,30420
Enchanted Sprinkler,30419
Runescribed Chest,30418
Wrapped Flamewolves Gear,30416
Wrapped Blue Devils Gear,30415
Wrapped Crimson Kings Gear,30414
Ivory Sneakers Sample,30413
Sunkissed Sneakers Sample,30412
Skywalker Sneakers Sample,30411
Burlap Sneakers Sample,30410
Black Pearl Sneakers Sample,30409
Blacktoe Sneakers Sample,30408
Bluetoe Sneakers Sample,30407
Redtoe Sneakers Sample,30406
Slate Jeans Sample,30405
Bleached Jeans Sample,30404
Azure Jeggings Sample,30403
Chartreuse Jeggings Sample,30402
Blush Jeggings Sample,30401
Classic Jeans Sample,30400
Ivory Sneakers,30399
Sunkissed Sneakers,30398
Skywalker Sneakers,30397
Burlap Sneakers,30396
Black Pearl Sneakers,30395
Blacktoe Sneakers,30394
Bluetoe Sneakers,30393
Redtoe Sneakers,30392
Slate Jeans,30391
Bleached Jeans,30390
Azure Jeggings,30389
Chartreuse Jeggings,30388
Blush Jeggings,30387
Classic Jeans,30386
[Promotion] 50 Star Cakes,30384
[Promotion] 35 Star Cakes,30383
[Promotion] 14 Star Cakes,30382
[Promotion] 6 Star Cakes,30381
[Promotion] 1 Star Cake,30380
Flamewolves Shoes Sample,30373
Flamewolves Gloves Sample,30372
Flamewolves Bottoms Sample,30371
Flamewolves Top Sample,30370
Flamewolves Hood Sample,30369
Blue Devils Shoes Sample,30368
Blue Devils Gloves Sample,30367
Blue Devils Bottoms Sample,30366
Blue Devils Top Sample,30365
Blue Devils Hood Sample,30364
Crimson Kings Shoes Sample,30363
Crimson Kings Gloves Sample,30362
Crimson Kings Bottoms Sample,30361
Crimson Kings Top Sample,30360
Crimson Kings Hood Sample,30359
sk_vampire001_v0100,30358
Flamewolves Shoes,30356
Flamewolves Gloves,30355
Flamewolves Bottoms,30354
Flamewolves Top,30353
Flamewolves Hood,30352
Blue Devils Shoes,30351
Blue Devils Gloves,30350
Blue Devils Bottoms,30349
Blue Devils Top,30348
Blue Devils Hood,30347
Crimson Kings Shoes,30346
Crimson Kings Gloves,30345
Crimson Kings Bottoms,30344
Crimson Kings Top,30343
Crimson Kings Hood,30342
아름다운 나랏말 해례 복사본,30341
Flaming Pinion,30340
npc c_507 4hands,30337
npc c_516 5feet,30333
npc c_515 5feet,30328
npc c_546 2chest,30325
Wrapped Ebongleam Dynasty Robes,30323
Wrapped Icefall Dynasty Robes,30322
Wrapped Blood Dream Dynasty Robes,30321
Cake Pouch,30320
Harvest Moon Mirage Weapon Pack,30318
Steeled Will Potion,30317
Elite Harvest Moon Giftpack,30316
Zephyr Lamp,30315
Zephyr Censer,30314
Armageddon Gift Pack,30310
Supreme Armageddon Gift Pack,30309
Ivory Nui Figurehead,30307
Harpoon Launcher,30306
Harvest Moon Hat,30305
Cultivated Ginseng Seed Bundle,30304
Aloe Seed Bundle,30303
Saffron Seed Bundle,30302
Poppy Seed Bundle,30301
Turmeric Seed Bundle,30300
Sunflower Seed Bundle,30299
Jinn's Tongue Seed Bundle,30298
Cactus Seed Bundle,30297
Quinoa Seed Bundle,30296
Bean Seed Bundle,30295
Peanut Seed Bundle,30294
Rye Seed Bundle,30293
Chili Pepper Seed Bundle,30292
Yam Seed Bundle,30291
Pumpkin Seed Bundle,30290
Strawberry Seed Bundle,30289
Tomato Seed Bundle,30288
Sesame Cake,30287
Timeless Warrior Token,30286
White Harvest Moon Giftpack,30285
Black Harvest Moon Giftpack,30284
Red Harvest Moon Giftpack,30283
Black Obsidian Dye,30282
Basic Bleach,30281
Red Rose Dye,30280
벽 테스트,30278
Eznan Zephyr Square Mainsail,30275
Eznan Zephyr Square Foresail,30274
Lutesong Zephyr Square Mainsail,30273
Lutesong Zephyr Square Foresail,30272
Raging Lionheart Figurehead,30271
Harvest Moon Pack,30270
Charred Bonekraal Figurehead,30269
Wedding Ball Attire,30267
Victory Ball Attire,30266
Homecoming Ball Attire,30265
Celestial Fleetwing Foal,30263
비파 소형 범선 소환 주문서(슬레이브커마 테스트용),30262
Wrapped Thunderstruck Fishing Rod,30261
Bronze Tire Cup,30260
Silver Tire Cup,30259
Golden Tire Cup,30258
Bronze Heavyweight Fishbowl,30257
Silver Heavyweight Fishbowl,30256
Gold Heavyweight Fishbowl,30255
Bronze Fishbowl,30254
Silver Fishbowl,30253
Golden Fishbowl,30252
Green Kingfin Boater,30251
Yellow Kingfin Boater,30250
Pink Kingfin Boater,30249
Blue Ribbon Reward Chest: Rare,30248
Blue Ribbon Reward Chest: Arcane,30247
Blue Ribbon Reward Chest: Heroic,30246
Blue Ribbon Reward Chest: Unique,30245
Blue Ribbon Reward Chest: Celestial,30244
Blue Ribbon Reward Chest: Divine,30243
Blue Ribbon Reward Chest: Epic,30242
Blue Ribbon Reward Chest: Legendary,30241
Blue Ribbon Reward Chest: Mythic,30240
Blue Ribbon Reward Chest: Mythic,30239
Heavyweight Fisherman Reward Box: Grand,30238
Heavyweight Fisherman Reward Box: Rare,30237
Heavyweight Fisherman Reward Box: Arcane,30236
Heavyweight Fisherman Reward Box: Heroic,30235
Heavyweight Fisherman Reward Box: Unique,30234
Heavyweight Fisherman Reward Box: Celestial,30233
Heavyweight Fisherman Reward Box: Divine,30232
Heavyweight Fisherman Reward Box: Epic,30231
Heavyweight Fisherman Reward Box: Legendary,30230
Heavyweight Fisherman Reward Box: Mythic,30229
Sport Fisherman Reward Box: Rare,30228
Sport Fisherman Reward Box: Arcane,30227
Sport Fisherman Reward Box: Heroic,30226
Sport Fisherman Reward Box: Unique,30225
Sport Fisherman Reward Box: Celestial,30224
Sport Fisherman Reward Box: Divine,30223
Sport Fisherman Reward Box: Epic,30222
Sport Fisherman Reward Box: Legendary,30221
Sport Fisherman Reward Box: Mythic,30220
Sport Fisherman Reward Box: Eternal,30219
ArcheRacer Token,30218
Time Catcher Token,30217
Midnight Moonfeather Foal,30216
Harvest Moon Gift Box,30215
Fisher King Coin,30214
Windracer Coin,30213
Ebongleam Dynasty Robes,30212
Icefall Dynasty Robes,30211
Blood Dream Dynasty Robes,30210
Stormwing Pegasus,30209
Golden Ruins Pollen,30207
Golden Ruins Shovel,30206
Buttery Cake,30203
Harvest Moon Gift Box,30202
Household Archefarm Workbench,30201
Royal Archivist Token,30200
Classic Steamracer Shoes,30199
Classic Steamracer Gloves,30197
Classic Steamracer Pants,30196
Classic Steamracer Top,30195
Classic Steamracer Helmet,30194
npc c_514 5feet,30193
npc c_545 3legs,30192
npc c_545 2chest,30191
npc c_513 5feet,30190
npc c_544 3legs,30189
npc c_544 2chest,30188
npc c_512 5feet,30187
npc c_543 3legs,30186
npc c_543 2chest,30185
npc c_539 1head,30184
Elephant,30183
Cloudy Ruby Dye,30182
npc staff_2h_40_8,30181
npc staff_2h_40_7,30180
Cheating Eznan's Sins,30179
npc staff_2h_35_8,30178
npc staff_2h_35_7,30177
Plain Fabric,30176
Poetic Note,30175
Delicate Fabric,30174
npc l_177 5feet,30173
npc l_177 4hands,30172
npc l_177 3legs,30171
npc l_177 2chest,30170
npc l_177 1head,30169
npc l_176 1head,30164
npc l_175 5feet,30163
npc l_175 4hands,30162
npc l_175 3legs,30161
npc l_175 2chest,30160
npc l_174 5feet,30158
npc l_174 4hands,30157
npc l_174 3legs,30156
npc m_098 5feet,30155
npc m_098 4hands,30154
npc m_098 3legs,30153
npc m_098 2chest,30152
npc m_098 1head,30151
npc l_097 5feet,30150
npc l_097 4hands,30149
npc l_097 3legs,30148
npc l_097 2chest,30147
npc l_097 1head,30146
npc l_098 5feet,30145
npc l_098 4hands,30144
npc l_098 3legs,30143
npc l_098 2chest,30142
npc c_098 5feet,30141
npc c_098 4hands,30140
npc c_098 3legs,30139
npc c_098 2chest,30138
npc c_097 4hands,30137
npc c_097 3legs,30136
npc c_097 2chest,30135
npc c_097 5feet,30134
Wrapped Skydark Steamracer Leathers,30133
Wrapped Flashy Steamracer Leathers,30132
Wrapped Mirrorshine Steamracer Leathers,30131
Flashy Steamracer Shoes Sample,30130
Skydark Steamracer Shoes Sample,30129
Mirrorshine Steamracer Shoes Sample,30128
Flashy Steamracer Gloves Sample,30127
Skydark Steamracer Gloves Sample,30126
Mirrorshine Steamracer Gloves Sample,30125
Flashy Steamracer Pants Sample,30124
Skydark Steamracer Pants Sample,30123
Mirrorshine Steamracer Pants Sample,30122
Flashy Steamracer Top Sample,30121
Skydark Steamracer Top Sample,30120
Mirrorshine Steamracer Top Sample,30119
Racing Mask Sample,30118
Crisp Military Cap Sample,30117
Flashy Steamracer Helmet Sample,30116
Skydark Steamracer Helmet Sample,30115
Mirrorshine Steamracer Helmet Sample,30114
nu_f_hair030,30113
Mini Cake,30112
Plushie Hat Prize Egg,30111
Trinket Egg,30110
"Akrites, God of Victory, Part #2",30109
"Akrites, God of Victory, Part #1",30108
npc l_504 5feet,30106
npc l_504 4hands,30105
npc l_504 3legs,30104
npc l_504 2chest,30103
npc l_508 1head,30102
Book of Fairytales,30101
npc c_537 1head,30099
npc c_536 1head,30098
npc c_535 1head,30097
Arche Armor,30096
Armageddon Pet Legguards,30095
Armageddon Mount Saddle,30094
Armageddon Pet Helm,30093
ha_f_hair030,30092
ha_f_hair029,30091
nu_f_hair029,30090
el_f_hair030,30089
el_f_hair029,30088
Sunset Springtime Shoes,30083
Sunny Springtime Shoes,30082
Rosy Springtime Shoes,30081
Sunset Springtime Bottoms,30077
Sunny Springtime Bottoms,30076
Rosy Springtime Bottoms,30075
Sunset Springtime Top,30071
Sunny Springtime Top,30070
Rosy Springtime Top,30069
Rabbit-Yata Plushie Hood,30068
Green Elk Plushie Hood,30067
Lounging Pink Elk Beanie,30066
Lounging Green Elk Beanie,30065
Sidewise Pink Elk Beanie,30064
Sidewise Green Elk Beanie,30063
Pink Elk Beanie,30062
Green Elk Beanie,30061
Jola's Eternal Grudge,30060
Glenn's Sash,30057
Glenn's Sleeves,30056
Glenn's Boots,30055
Glenn's Gloves,30054
Glenn's Pants,30053
Glenn's Admiral Jacket,30052
Glenn's Admiral Hat,30051
Meina's Belt,30050
Meina's Guards,30049
Meina's Boots,30048
Meina's Fists,30047
Meina's Breeches,30046
Meina's Jerkin,30045
Meina's Feathered Cap,30044
Hooftiger Boar,30043
Snowrend Boar,30042
Nightslaver Boar,30041
Dried Batwing Headband,30040
Valkyrie Headband,30039
White Horse Head,30038
Chestnut Horse Head,30037
Demon Flame Horns,30036
Lacy Bunny Ears,30035
My Little Unicorn Horn,30034
Pink Kitty Ears,30033
Flashy Steamracer Shoes,30032
Skydark Steamracer Shoes,30031
Mirrorshine Steamracer Shoes,30030
Flashy Steamracer Gloves,30029
Skydark Steamracer Gloves,30028
Mirrorshine Steamracer Gloves,30027
Flashy Steamracer Pants,30026
Skydark Steamracer Pants,30025
Mirrorshine Steamracer Pants,30024
Flashy Steamracer Top,30023
Skydark Steamracer Top,30022
Mirrorshine Steamracer Top,30021
Racing Mask,30020
Crisp Military Cap,30019
Flashy Steamracer Helmet,30018
Skydark Steamracer Helmet,30017
Mirrorshine Steamracer Helmet,30016
Stellar Scarecrow Farm Kit,30015
Lunar Scarecrow Farm Kit,30014
Solar Scarecrow Farm Kit,30013
Tales of the Twelve Manuscript,30012
포장기능 테스트6,30011
포장기능 테스트5,30010
포장기능 테스트4,30009
포장기능 테스트3,30008
포장기능 테스트2,30007
포장기능 테스트1,30006
Tales of the Twelve: The Gods and the Heroes,30005
Jola's Scaly Frill,30004
Glenn's Ring,30003
Meina's Ring,30002
Discord Destroyer Token,30001
Suspicious Bone Chip,30000
npc spear_2h_46_6,29999
Team Player Token,29998
Fur-Friendly Token,29997
Dried Persimmon,29996
Glider Customization: Blue Rainbow,29995
Glider Customization: Silver Shadow,29994
npc l_503 5feet,29993
npc l_503 4hands,29992
npc l_503 3legs,29991
npc l_503 2chest,29990
npc l_506 1head,29989
npc l_502 5feet,29988
npc l_502 4hands,29987
npc l_502 3legs,29986
npc l_502 2chest,29985
npc l_505 1head,29984
npc l_501 5feet,29983
npc l_501 4hands,29982
npc l_501 3legs,29981
npc l_501 2chest,29980
npc l_504 1head,29979
npc l_503 1head,29978
npc l_502 1head,29977
Glider Customization: Spring Breeze,29976
Glider Customization: Flames,29975
npc mace_2h_41_7,29974
npc mace_2h_31_3,29973
npc mace_2h_31_2,29972
npc mace_2h_26_3,29971
npc mace_2h_41_3,29966
npc mace_2h_36_3,29965
sk_musa001_v0102,29964
Fishing Cove XP Potion,29963
sk_musa001_v0101,29962
Mother and Child Statue,29960
Winged Megalith,29959
Mandala Stone Pedestal,29958
Lotus Stone Vase,29957
Narcissus Stone Pedestal,29956
Carved Stone Pillar,29955
Rough Stone Column,29954
Iron Will Potion,29953
배달의 기수_테스트,29952
sk_musa001_v0100,29951
sk_library002 (페레 로그인스테이지),29950
공성 전차 소환 주문서(테스트용:공성기간 아닌중에도 사용 가능한 버전),29949
Gold King's Royal Seal,29948
Frozen Lure,29947
Proven Veteran Token,29946
npc shield_gorgon_002,29945
npc shield_gorgon_001,29944
Unsealed Token,29943
sk_swimsuit011,29942
Scarlet Mech Coveralls Sample,29941
Denim Mech Coveralls Sample,29940
Scarlet Mech Coveralls Sample,29939
Denim Mech Coveralls Sample,29938
Naval Service Uniform Sample,29937
Classique Ball Attire Sample,29936
Purestar Ball Attire Sample,29935
Dazzling Ball Attire Sample,29934
Spotless Service Uniform Sample,29933
Naval Service Uniform Sample,29932
Prim Service Uniform Sample,29931
Classic Service Uniform Sample,29930
Spotless Service Uniform Sample,29929
Prim Service Uniform Sample,29928
Classic Service Uniform Sample,29927
Leopard Purr Tattoo Bikini Sample,29926
Leopard Roar Tattoo Swim Shorts Sample,29925
Classique Ball Attire Sample,29924
Purestar Ball Attire Sample,29923
Dazzling Ball Attire Sample,29922
Lord's Chest,29921
Peasant's Secret Stash,29919
Peasant's Secret Stash,29918
Peasant's Secret Stash,29917
Peasant's Secret Stash,29916
Peasant's Secret Stash,29915
Loyalty Token x 9,29914
Loyalty Token x 6,29913
Loyalty Token x 3,29912
Loyalty Token x 1,29911
Scarlet Mecha Coveralls,29910
Denim Mecha Coveralls,29909
Scarlet Mecha Coveralls,29908
Denim Mecha Coveralls,29907
Naval Service Uniform,29906
Yin-Yang Wings,29905
sk_enginer002,29901
Scroll: Farm Hauler,29900
Radiant Gale Lunagem: Fidelity,29885
Radiant Earth Lunagem: Mastery,29884
Radiant Earth Lunagem: Flexibility,29883
Radiant Gale Lunagem: Mastery,29882
npc mace_1h_41_4,29881
Fusion Alembic,29880
광복의 기억,29879
Classique Ball Attire,29878
Purestar Ball Attire,29877
Dazzling Ball Attire,29876
Uni-Boost Potion,29874
Onyx Steamfish Submarine,29873
Enraged Red Dragon's Axis Mundi,29872
Scroll: Nova Speedster,29871
Scroll: Redwood Roadster,29870
Scroll: Apex Drift,29869
Enraged Red Dragon's Pinion,29868
sk_maid_butler004,29867
Enraged Red Dragon's Serenity,29866
sk_maid_butler003,29865
Enraged Red Dragon's Flash,29864
Enraged Red Dragon's Seraph,29863
Enraged Red Dragon's Pride,29862
Enraged Red Dragon's Breath,29861
sk_maid_butler002,29860
Red Dragon's Axis Mundi,29859
Red Dragon's Pinion,29858
Red Dragon's Serenity,29857
Red Dragon's Flash,29856
Red Dragon's Seraph,29855
sk_enginer001,29854
Red Dragon's Pride,29853
Red Dragon's Breath,29852
Spotless Service Uniform,29851
Naval Service Uniform,29850
Prim Service Uniform,29849
Classic Service Uniform,29848
Spotless Service Uniform,29847
Naval Service Uniform,29846
Prim Service Uniform,29845
Classic Service Uniform,29844
Leopard Purr Tattoo Bikini,29843
Gargantuan Blue Marlin Trophy,29842
Fishing Contest Title (Rank 4),29840
Fishing Contest Title (Rank 3),29839
Fishing Contest Title (Rank 2),29838
Fishing Contest Title (Rank 1),29837
Fishing Contest Victory Pack (Rank 4),29836
Fishing Contest Victory Pack (Rank 3),29835
Fishing Contest Victory Pack (Rank 2),29834
Fishing Contest Victory Pack (Rank 1),29833
Fishing Contest Participation Reward (Rank 10),29832
Fishing Contest Participation Reward (Rank 9),29831
Fishing Contest Participation Reward (Rank 8),29830
Fishing Contest Participation Reward (Rank 7),29829
Fishing Contest Participation Reward (Rank 6),29828
Fishing Contest Participation Reward (Rank 5),29827
Fishing Contest Participation Reward (Rank 4),29826
Fishing Contest Participation Reward (Rank 3),29825
Fishing Contest Participation Reward (Rank 2),29824
Fishing Contest Victory Cup (Rank 3),29823
Fishing Contest Victory Cup (Rank 2),29822
Fishing Contest Victory Cup (Rank 1),29821
Mermaid Bathtub,29820
Mermaid Bathtub Fragment,29819
Loyalty Gift Box,29818
Fearless Leader Token,29817
Party Crasher Token,29816
War Golem Motor,29815
Rainbow Freedom Flag,29814
dw_m_face00,29813
dw_m_hair001,29812
Red Empty Flag Decoration,29811
Green Empty Flag Decoration,29810
Blue Empty Flag Decoration,29809
White Freedom Flag,29808
Black Freedom Flag,29807
Acidic Sap,29806
Sharp Scale,29805
Charging Marlin Pack,29804
Scaled Bluefin Pack,29803
Scaled Sailfish Pack,29802
Scaled Sturgeon Pack,29801
Territory Statue Design,29800
Wrapped Frozen Miroir Fishing Rod,29799
Territory Statue,29798
도면: 테스트 텃밭,29797
진격의 깃발(테스트),29796
Gold King's Authority,29795
Gold King's Seal,29794
Harmony Flag,29793
Independence Chest,29792
Golden Ruins Sap Pack,29791
Golden Ruins Sap,29790
Gilt Steamfish Submarine,29789
Golden Ruins Stone Pack,29788
Golden Ruins Stone,29787
Golden Ruins Lumber Pack,29786
Golden Ruins Lumber,29785
Independence Flag,29784
Customizable Mask,29783
Customizable Blockhead,29782
Beribboned Customizable Blockhead,29781
Frozen Miroir Fishing Rod,29780
Golden Ruins Waterweed,29779
npc sword_2h_livingsword_3,29778
npc sword_2h_livingsword_2,29777
npc sword_2h_livingsword,29776
Sun's Day Rock,29775
Golden Ruins Log,29774
Zephyr Fish Finder,29773
Zephyr Compass,29772
Zephyr Drum,29771
Sealed Ebonfur Bjorne,29769
Sealed Minor Tsunami Stone,29768
Purebred Bear Certificate,29767
Ultimate Megaphone,29765
Lusca Treasture chest,29764
Sealed Archeum Evernight Necklace (Rank 10),29763
Sealed Diamond Evernight Necklace (Rank 9),29762
Sealed Jade Evernight Necklace (Rank 8),29761
Sealed Amethyst Evernight Necklace (Rank 7),29760
